sample,site,lat,long,pik,RR1,RR2,RR3,RR4,pop,S,group,species,Idnotes,micro_,
NSW1017172,S50_2016-08-18,-33.681997,151.152084,popnInfo000494,S50_2016-08-18,S50_2016-08-18,S50_2016-08-18,,,North_Turramurra,Sydney_Coast,helianthi,,,
NSW1017182,S50_2016-08-18,-33.681878,151.152295,popnInfo000494,S50_2016-08-18,S50_2016-08-18,S50_2016-08-18,,,North_Turramurra,Sydney_Coast,helianthi,,,
NSW1012031,S50_2016-08-18,-33.681839,151.152318,popnInfo000494,S50_2016-08-18,S50_2016-08-18,S50_2016-08-18,,,North_Turramurra,Sydney_Coast,helianthi,,,
NSW1017202,S50_2016-08-18,-33.681972,151.15213,popnInfo000494,S50_2016-08-18,S50_2016-08-18,S50_2016-08-18,,,North_Turramurra,Sydney_Coast,helianthi,,,
NSW1017187,S50_2016-08-18,-33.681992,151.152103,popnInfo000494,S50_2016-08-18,S50_2016-08-18,S50_2016-08-18,,,North_Turramurra,Sydney_Coast,helianthi,,,
NSW1011013,S37_2016-04-13,-33.59581,150.337221,popnInfo000380,S37_2016-04-13,S37_2016-04-13,S37_2016-04-13,,,Perrys_Lookdown,Central_West,helianthi,,,
NSW1010976,S37_2016-04-13,-33.595557,150.337882,popnInfo000380,S37_2016-04-13,S37_2016-04-13,S37_2016-04-13,,,Perrys_Lookdown,Central_West,helianthi,,,
NSW1010971,S37_2016-04-13,-33.595563,150.337349,popnInfo000380,S37_2016-04-13,S37_2016-04-13,S37_2016-04-13,S37_2016-04-14,,Perrys_Lookdown,Central_West,helianthi,,,
NSW1010993,S37_2016-04-13,-33.595848,150.337205,popnInfo000380,S37_2016-04-13,S37_2016-04-13,S37_2016-04-13,,,Perrys_Lookdown,Central_West,helianthi,,,
NSW1010991,S37_2016-04-13,-33.595956,150.337199,popnInfo000380,S37_2016-04-13,S37_2016-04-13,S37_2016-04-13,,,Perrys_Lookdown,Central_West,helianthi,,,
NSW1010957,S37_2016-04-13,-33.595593,150.337802,popnInfo000380,S37_2016-04-13,S37_2016-04-13,S37_2016-04-13,,,Perrys_Lookdown,Central_West,helianthi,,,
NSW1021818,S303_2017-05-10,-31.014904,149.396217,popnInfo1468,S303_2017-05-10,S303_2017-05-10,S303_2017-05-10,,,Pilliga,North_West,helianthi,,,
NSW1021828,S303_2017-05-10,-31.014823,149.396127,popnInfo1468,S303_2017-05-10,S303_2017-05-10,S303_2017-05-10,,,Pilliga,North_West,helianthi,,,
NSW1021798,S303_2017-05-10,-31.014919,149.395897,popnInfo1468,S303_2017-05-10,S303_2017-05-10,S303_2017-05-10,,,Pilliga,North_West,helianthi,,,
NSW1021793,S303_2017-05-10,-31.01498,149.395662,popnInfo1468,S303_2017-05-10,S303_2017-05-10,S303_2017-05-10,,,Pilliga,North_West,helianthi,,,
NSW1021808,S303_2017-05-10,-31.014849,149.396227,popnInfo1468,S303_2017-05-10,S303_2017-05-10,S303_2017-05-10,,,Pilliga,North_West,helianthi,,,
NSW1021803,S303_2017-05-10,-31.01472,149.395969,popnInfo1468,S303_2017-05-10,S303_2017-05-10,S303_2017-05-10,S303_2017-05-11,,Pilliga,North_West,helianthi,,,
NSW1020609,S138_2017-03-01,-32.8011,150.90337,popnInfo000999,S138_2017-03-01,S138_2017-03-01,S138_2017-03-01,,,Putty_&_Old_Bulga,Central_West,helianthi,,,
NSW1020611,S138_2017-03-01,-32.800939,150.903246,popnInfo000999,S138_2017-03-01,S138_2017-03-01,S138_2017-03-01,,,Putty_&_Old_Bulga,Central_West,helianthi,,,
NSW1020610,S138_2017-03-01,-32.801104,150.90338,popnInfo000999,S138_2017-03-01,S138_2017-03-01,S138_2017-03-01,,,Putty_&_Old_Bulga,Central_West,helianthi,,,
NSW1020620,S138_2017-03-01,-32.800723,150.903139,popnInfo000999,S138_2017-03-01,S138_2017-03-01,S138_2017-03-01,,,Putty_&_Old_Bulga,Central_West,helianthi,,,
NSW1020613,S138_2017-03-01,-32.80093,150.903159,popnInfo000999,S138_2017-03-01,S138_2017-03-01,S138_2017-03-01,,,Putty_&_Old_Bulga,Central_West,helianthi,,,
NSW1020614,S138_2017-03-01,-32.800916,150.903164,popnInfo000999,S138_2017-03-01,S138_2017-03-01,S138_2017-03-01,,,Putty_&_Old_Bulga,Central_West,helianthi,,,
NSW1027506,S2190_2018-06-20,-29.984536,153.219205,popnInfo003140,S2190_2018-06-20,S2190_2018-06-20,S2190_2018-06-20,,,Red_Rock,North_Coast,helianthi,,,
NSW1027503,S2190_2018-06-20,-29.984522,153.219173,popnInfo003140,S2190_2018-06-20,S2190_2018-06-20,S2190_2018-06-20,S2190_2018-06-21,,Red_Rock,North_Coast,helianthi,,,
NSW1027502,S2190_2018-06-20,-29.984742,153.219216,popnInfo003140,S2190_2018-06-20,S2190_2018-06-20,S2190_2018-06-20,,,Red_Rock,North_Coast,helianthi,,,
NSW1027505,S2190_2018-06-20,-29.985072,153.219354,popnInfo003140,S2190_2018-06-20,S2190_2018-06-20,S2190_2018-06-20,,,Red_Rock,North_Coast,helianthi,,,
NSW1027500,S2190_2018-06-20,-29.98492,153.219231,popnInfo003140,S2190_2018-06-20,S2190_2018-06-20,S2190_2018-06-20,,,Red_Rock,North_Coast,helianthi,,,
NSW1027501,S2190_2018-06-20,-29.985097,153.219288,popnInfo003140,S2190_2018-06-20,S2190_2018-06-20,S2190_2018-06-20,,,Red_Rock,North_Coast,helianthi,,,
NSW1027494,S2193_2018-06-20,-30.008704,153.21194,popnInfo003138,S2193_2018-06-20,S2193_2018-06-20,S2193_2018-06-20,,,Red_Rock_Beach,North_Coast,helianthi,,,
NSW1027491,S2193_2018-06-20,-30.00931,153.212388,popnInfo003138,S2193_2018-06-20,S2193_2018-06-20,S2193_2018-06-20,,,Red_Rock_Beach,North_Coast,helianthi,,,
NSW1027504,S2193_2018-06-20,-30.008567,153.211991,popnInfo003138,S2193_2018-06-20,S2193_2018-06-20,S2193_2018-06-20,,,Red_Rock_Beach,North_Coast,helianthi,,,
NSW1027490,S2193_2018-06-20,-30.008391,153.212038,popnInfo003138,S2193_2018-06-20,S2193_2018-06-20,S2193_2018-06-20,,,Red_Rock_Beach,North_Coast,helianthi,,,
NSW1027489,S2193_2018-06-20,-30.008944,153.212301,popnInfo003138,S2193_2018-06-20,S2193_2018-06-20,S2193_2018-06-20,,,Red_Rock_Beach,North_Coast,helianthi,,,
NSW1045513,S2322_2018-08-01,-36.832952,149.933578,popnInfo003469,S2322_2018-08-01,S2322_2018-08-01,S2322_2018-08-01,,,Tura_Beach,South_Coast,helianthi,,,
NSW1045530,S2322_2018-08-01,-36.832801,149.933601,popnInfo003469,S2322_2018-08-01,S2322_2018-08-01,S2322_2018-08-01,,,Tura_Beach,South_Coast,helianthi,,,
NSW1045520,S2322_2018-08-01,-36.831919,149.933831,popnInfo003469,S2322_2018-08-01,S2322_2018-08-01,S2322_2018-08-01,,,Tura_Beach,South_Coast,helianthi,,,
NSW1045523,S2322_2018-08-01,-36.83242,149.933638,popnInfo003469,S2322_2018-08-01,S2322_2018-08-01,S2322_2018-08-01,,,Tura_Beach,South_Coast,helianthi,,,
NSW1045524,S2322_2018-08-01,-36.832798,149.933635,popnInfo003469,S2322_2018-08-01,S2322_2018-08-01,S2322_2018-08-01,S2322_2018-08-02,,Tura_Beach,South_Coast,helianthi,,,
NSW1045538,S2322_2018-08-01,-36.83315,149.933466,popnInfo003469,S2322_2018-08-01,S2322_2018-08-01,S2322_2018-08-01,,,Tura_Beach,South_Coast,helianthi,,,
NSW1028250,S2337_2018-08-02,-35.370279,150.474024,popnInfo003462,S2337_2018-08-02,S2337_2018-08-02,S2337_2018-08-02,,,Ulladulla,South_Coast,helianthi,,,
NSW1028245,S2337_2018-08-02,-35.37069,150.474056,popnInfo003462,S2337_2018-08-02,S2337_2018-08-02,S2337_2018-08-02,,,Ulladulla,South_Coast,helianthi,,,
NSW1028229,S2337_2018-08-02,-35.370131,150.474003,popnInfo003462,S2337_2018-08-02,S2337_2018-08-02,S2337_2018-08-02,,,Ulladulla,South_Coast,helianthi,,,
NSW1028248,S2337_2018-08-02,-35.369764,150.474188,popnInfo003462,S2337_2018-08-02,S2337_2018-08-02,S2337_2018-08-02,S2337_2018-08-03,,Ulladulla,South_Coast,helianthi,,,
NSW1028228,S2337_2018-08-02,-35.370012,150.474228,popnInfo003462,S2337_2018-08-02,S2337_2018-08-02,S2337_2018-08-02,,,Ulladulla,South_Coast,helianthi,,,
NSW1028234,S2337_2018-08-02,-35.370169,150.474055,popnInfo003462,S2337_2018-08-02,S2337_2018-08-02,S2337_2018-08-02,,,Ulladulla,South_Coast,helianthi,,,
NSW1035785,S1917_2018-05-15,-29.575164,150.57897,popnInfo003294,S1917_2018-05-15,S1917_2018-05-15,S1917_2018-05-15,,,Warialda,North_West,helianthi,,,
NSW1035788,S1917_2018-05-15,-29.575324,150.578819,popnInfo003294,S1917_2018-05-15,S1917_2018-05-15,S1917_2018-05-15,,,Warialda,North_West,helianthi,,,
NSW1035796,S1917_2018-05-15,-29.575475,150.579194,popnInfo003294,S1917_2018-05-15,S1917_2018-05-15,S1917_2018-05-15,,,Warialda,North_West,helianthi,,,
NSW1035792,S1917_2018-05-15,-29.575376,150.578837,popnInfo003294,S1917_2018-05-15,S1917_2018-05-15,S1917_2018-05-15,,,Warialda,North_West,helianthi,,,
NSW1035783,S1917_2018-05-15,-29.575581,150.579029,popnInfo003294,S1917_2018-05-15,S1917_2018-05-15,S1917_2018-05-15,S1917_2018-05-16,,Warialda,North_West,helianthi,,,
NSW1035791,S1917_2018-05-15,-29.575583,150.579093,popnInfo003294,S1917_2018-05-15,S1917_2018-05-15,S1917_2018-05-15,,,Warialda,North_West,helianthi,,,
NSW1012565,S17_2016-07-21,-33.475156,150.776567,popnInfo000529,S17_2016-07-21,S17_2016-07-21,S17_2016-07-21,,,Wheeny_Creak,Central_West,helianthi,,,
NSW1012491,S17_2016-07-21,-33.475079,150.776897,popnInfo000529,S17_2016-07-21,S17_2016-07-21,S17_2016-07-21,,,Wheeny_Creak,Central_West,helianthi,,,
NSW1012290,S17_2016-07-21,-33.47542,150.777294,popnInfo000529,S17_2016-07-21,S17_2016-07-21,S17_2016-07-21,,,Wheeny_Creak,Central_West,helianthi,,,
NSW1012291,S17_2016-07-21,-33.475536,150.77731,popnInfo000529,S17_2016-07-21,S17_2016-07-21,S17_2016-07-21,S17_2016-07-22,,Wheeny_Creak,Central_West,helianthi,,,
NSW1012490,S17_2016-07-21,-33.474914,150.776838,popnInfo000529,S17_2016-07-21,S17_2016-07-21,S17_2016-07-21,,,Wheeny_Creak,Central_West,helianthi,,,
NSW1012570,S17_2016-07-21,-33.475163,150.776562,popnInfo000529,S17_2016-07-21,S17_2016-07-21,S17_2016-07-21,,,Wheeny_Creak,Central_West,helianthi,,,
NSW1012329,S27_2016-03-18,-33.662607,150.611356,popnInfo001364,S27_2016-03-18,S27_2016-03-18,S27_2016-03-18,,,Winmalee,Central_West,helianthi,,,
NSW1012317,S27_2016-03-18,-33.66251,150.611193,popnInfo001364,S27_2016-03-18,S27_2016-03-18,S27_2016-03-18,,,Winmalee,Central_West,helianthi,,,
NSW1012316,S27_2016-03-18,-33.660812,150.614897,popnInfo001364,S27_2016-03-18,S27_2016-03-18,S27_2016-03-18,,,Winmalee,Central_West,helianthi,,,
NSW1012318,S27_2016-03-18,-33.661862,150.611507,popnInfo001364,S27_2016-03-18,S27_2016-03-18,S27_2016-03-18,,,Winmalee,Central_West,helianthi,,,
NSW1012330,S27_2016-03-18,-33.66073,150.615226,popnInfo001364,S27_2016-03-18,S27_2016-03-18,S27_2016-03-18,,,Winmalee,Central_West,helianthi,,,
NSW1012319,S27_2016-03-18,-33.660813,150.615524,popnInfo001364,S27_2016-03-18,S27_2016-03-18,S27_2016-03-18,,,Winmalee,Central_West,helianthi,,,
NSW1007434,Wooli_2015-11-10,-29.826948,153.272381,No_data,Wooli_2015-11-10,Wooli_2015-11-10,Wooli_2015-11-10,,,Wooli,North_Coast,helianthi,,,
NSW1007645,Wooli_2015-11-10,-29.827401,153.272785,No_data,Wooli_2015-11-10,Wooli_2015-11-10,Wooli_2015-11-10,Wooli_2015-11-11,,Wooli,North_Coast,helianthi,,,
NSW1007435,Wooli_2015-11-10,-29.826968,153.272276,No_data,Wooli_2015-11-10,Wooli_2015-11-10,Wooli_2015-11-10,,,Wooli,North_Coast,helianthi,,,
NSW1007643,Wooli_2015-11-10,-29.828001,153.27276,No_data,Wooli_2015-11-10,Wooli_2015-11-10,Wooli_2015-11-10,,,Wooli,North_Coast,helianthi,,,
NSW1007431,Wooli_2015-11-10,-29.826948,153.272148,No_data,Wooli_2015-11-10,Wooli_2015-11-10,Wooli_2015-11-10,,,Wooli,North_Coast,helianthi,,,
NSW1007647,Wooli_2015-11-10,-29.82778,153.272781,No_data,Wooli_2015-11-10,Wooli_2015-11-10,Wooli_2015-11-10,,,Wooli,North_Coast,helianthi,,,
NSW1032225,S2709_2018-11-08,-28.905999,150.824964,popnInfo003755,S2709_2018-11-08,S2709_2018-11-08,S2709_2018-11-08,,,Yetman,North_West,helianthi,,,
NSW1034439,S2709_2018-11-08,-28.90593,150.824971,popnInfo003755,S2709_2018-11-08,S2709_2018-11-08,S2709_2018-11-08,,,Yetman,North_West,helianthi,,,
NSW1032224,S2709_2018-11-08,-28.905834,150.824959,popnInfo003755,S2709_2018-11-08,S2709_2018-11-08,S2709_2018-11-08,,,Yetman,North_West,helianthi,,,
NSW1032172,S2709_2018-11-08,-28.906168,150.825673,popnInfo003755,S2709_2018-11-08,S2709_2018-11-08,S2709_2018-11-08,,,Yetman,North_West,helianthi,,,
NSW1032166,S2709_2018-11-08,-28.90568,150.824963,popnInfo003755,S2709_2018-11-08,S2709_2018-11-08,S2709_2018-11-08,,,Yetman,North_West,helianthi,,,
NSW1014660,S202_2016-04-16,-31.630067,152.826836,popnInfo000215,S202_2016-04-16,S202_2016-04-16,,,,,,helianthi,,,
NSW1014615,S202_2016-04-16,-31.630228,152.826737,popnInfo000215,S202_2016-04-16,S202_2016-04-16,,,,,,helianthi,,,
NSW1014689,S202_2016-04-16,-31.630412,152.827014,popnInfo000215,S202_2016-04-16,S202_2016-04-16,,,,,,helianthi,,,
NSW1014694,S202_2016-04-16,-31.630411,152.827014,popnInfo000215,S202_2016-04-16,S202_2016-04-16,,,,,,helianthi,,,
NSW1009857,Heathcote_National_Park_2016-03-18,-34.07523,151.00156,No_data,Heathcote_National_Park_2016-03-18,,,,,,,helianthi,,,
NSW1017952,S459_2017-05-27,-29.177119,153.390729,popnInfo1636,S459_2017-05-27,S291_2017-05-09,,,,,,helianthi,,,
NSW1020747,S291_2017-05-09,-31.284612,148.979435,popnInfo1488,S291_2017-05-09,,,,,,,helianthi,,,
NSW933200,S13_2016-07-23,-33.785033,150.612546,No_data,S13_2016-07-23,,,,,,,helianthi,,,
NSW1014630,S202_2016-04-16,-31.630078,152.826405,popnInfo000215,S202_2016-04-16,S202_2016-04-16,,,,,,helianthi,,,
NSW933199,S13_2016-07-23,-33.7851,150.612172,No_data,S13_2016-07-23,,,,,,,helianthi,,,
NSW1009860,Heathcote_National_Park_2016-03-18,-34.07519,151.00194,No_data,Heathcote_National_Park_2016-03-18,,,,,,,helianthi,,,
NSW1009859,Heathcote_National_Park_2016-03-18,-34.07525,151.00165,No_data,Heathcote_National_Park_2016-03-18,,,,,,,helianthi,,,
NSW1014620,S202_2016-04-16,-31.630132,152.826541,popnInfo000215,S202_2016-04-16,S202_2016-04-16,,,,,,helianthi,,,
NSW1009855,Heathcote_National_Park_2016-03-18,-34.0753,151.00179,No_data,Heathcote_National_Park_2016-03-18,,,,,,,helianthi,,,
NSW933202,S13_2016-07-23,-33.784882,150.612281,No_data,S13_2016-07-23,,,,,,,helianthi,,,
NSW1035050,North_1987-10-29,-29.62,150.6,No_data,North_1987-10-29,,,,,,,helianthi,,,
NSW1035534,Bigge_Range_1987-10-31,-24.8872222,149.4722222,No_data,Bigge_Range_1987-10-31,,,,,,,helianthi,,,
NSW1035030,Tura_Beach_1987-10-22,-36.8,149.87,No_data,Tura_Beach_1987-10-22,,,,,,,helianthi,,,
NSW1031634,No_data_No_data,No_data,No_data,No_data,No_data_No_data,,,,,,,helianthi,,,
NSW1035037,The_Summit_1987-10-27,-28.57,151.9,No_data,The_Summit_1987-10-27,,,,,,,helianthi,,,
NSW1035020,Tura_Beach_1987-10-28,-36.82,149.92,No_data,Tura_Beach_1987-10-28,,,,,,,helianthi,,,
NSW591103,Blue_Mountains_National_Park_2015-02-11,-33.78497,150.61218,No_data,Blue_Mountains_National_Park_2015-02-11,,,,,,,helianthi,,,
NSW1026961,S1062_2017-12-19,-32.312777,149.981977,popnInfo002265,S1062_2017-12-19,,,,,,,helianthi,,,
NSW1024074,Mt_Banks_BATS_Plot_XB_2017-05-29,-33.57912,150.36555,No_data,Mt_Banks_BATS_Plot_XB_2017-05-29,,,,,,,helianthi,,,
NSW1035041,Station_Creek_1987-10-24,-29.9197222,153.2625,No_data,Station_Creek_1987-10-24,,,,,,,helianthi,,,
NSW1035529,Lookout_1987-11-06,-25.4930556,148.8138889,No_data,Lookout_1987-11-06,,,,,,,helianthi,,,
NSW627629,Royal_National_Park_2015-01-22,-34.13878,151.119,No_data,Royal_National_Park_2015-01-22,,,,,,,helianthi,,,
NSW1023726,Mt_Banks_BATS_Plot_XB_2017-05-29,-33.57912,150.36555,No_data,Mt_Banks_BATS_Plot_XB_2017-05-29,,,,,,,helianthi,,,
NSW1023458,Mt_Banks_BATS_Plot_XB_2017-05-29,-33.57912,150.36555,No_data,Mt_Banks_BATS_Plot_XB_2017-05-29,,,,,,,helianthi,,,
NSW1026946,S1062_2017-12-19,-32.314049,149.982183,popnInfo002265,S1062_2017-12-19,,,,,,,helianthi,,,
NSW1031635,No_data_No_data,No_data,No_data,No_data,No_data_No_data,,,,,,,helianthi,,,
NSW1035544,Sassafras_1987-11-08,-35.0833,150.1417,No_data,Sassafras_1987-11-08,,,,,,,helianthi,,,
NSW1023605,Mt_Banks_BATS_Plot_XB_2017-05-29,-33.57912,150.36555,No_data,Mt_Banks_BATS_Plot_XB_2017-05-29,,,,,,,helianthi,,,
NSW1031640,No_data_No_data,No_data,No_data,No_data,No_data_No_data,,,,,,,helianthi,,,
NSW1031639,Mountain_Lagoon_Fire_Trail_2008-04-01,-33.44694444,150.6425,No_data,Mountain_Lagoon_Fire_Trail_2008-04-01,,,,,,,helianthi,,,
NSW1035539,Lost_Outcrop_1987-11-01,-28.6083,151.8411,No_data,Lost_Outcrop_1987-11-01,,,,,,,helianthi,,,
NSW1031641,Kurrajong_Heights_2007-10-01,-33.51888889,150.6202778,No_data,Kurrajong_Heights_2007-10-01,,,,,,,helianthi,,,
NSW1035549,Spyglass_Rock_1987-10-30,-24.8208333,147.1844444,No_data,Spyglass_Rock_1987-10-30,,,,,,,helianthi,,,
NSW1035025,Spotted_Gum_Fire_Trail_1987-10-26,-35.1333333,150.42,No_data,Spotted_Gum_Fire_Trail_1987-10-26,,,,,,,helianthi,,,
NSW1026966,S1062_2017-12-19,-32.312614,149.982295,popnInfo002265,S1062_2017-12-19,,,,,,,helianthi,,,
NSW1035045,Howell_1987-11-03,-29.95,151.02,No_data,Howell_1987-11-03,,,,,,,helianthi,,,
NSW1035046,Camden_Haven_1987-10-23,-31.6472222,152.8366667,No_data,Camden_Haven_1987-10-23,,,,,,,helianthi,,,
NSW1035040,Blackmans_Mountain_1987-11-02,-31.3,149.05,No_data,Blackmans_Mountain_1987-11-02,,,,,,,helianthi,,,
NSW1031646,No_data_No_data,No_data,No_data,No_data,No_data_No_data,,,,,,,helianthi,,,
NSW1035524,Pigeon_House_Range_1987-11-07,-35.07,150.13,No_data,Pigeon_House_Range_1987-11-07,,,,,,,helianthi,,,
NSW1035036,Lakes_Way_1987-10-25,-32.2594444,152.5319444,No_data,Lakes_Way_1987-10-25,,,,,,,helianthi,,,
NSW1035031,Christmas_Bell_Plain_1987-11-05,-31.53422,152.86483,No_data,Christmas_Bell_Plain_1987-11-05,,,,,,,helianthi,,,
NSW1156870,NSP22_1_22MJ,-33.4098,150.2284,1,NSP22_1_22MJ,NSP22_1_22MJ,,NSP22_1_22MJ,Northern_forsythii,Newnes_State_Park,,forsythii,5,NSP22_1_22MJ5,
NSW1156921,NSP22_1_22MJ,-33.4098,150.2284,1,NSP22_1_22MJ,NSP22_1_22MJ,,,,Newnes_State_Park,,forsythii,2,NSP22_1_22MJ2,
NSW1156946,NSP22_1_22MJ,-33.4098,150.2284,1,NSP22_1_22MJ,NSP22_1_22MJ,,,,Newnes_State_Park,,forsythii,3,NSP22_1_22MJ3,
NSW1156920,NSP22_1_22MJ,-33.4098,150.2284,1,NSP22_1_22MJ,NSP22_1_22MJ,,NSP22_1_22MJ,Northern_forsythii,Newnes_State_Park,,forsythii,3,NSP22_1_22MJ3,
NSW1156886,NSP22_1_22MJ,-33.4098,150.2284,1,NSP22_1_22MJ,NSP22_1_22MJ,,,,Newnes_State_Park,,forsythii,5,NSP22_1_22MJ5,
NSW1156947,NSP22_1_22MJ,-33.4098,150.2284,1,NSP22_1_22MJ,NSP22_1_22MJ,,,,Newnes_State_Park,,forsythii,5,NSP22_1_22MJ5,
NSW1156884,NSP22_1_22MJ,-33.4098,150.2284,1,NSP22_1_22MJ,NSP22_1_22MJ,,NSP22_1_22MJ,Northern_forsythii,Newnes_State_Park,,forsythii,6,NSP22_1_22MJ6,
NSW1156915,NSP22_1_22MJ,-33.4098,150.2284,1,NSP22_1_22MJ,NSP22_1_22MJ,,,,Newnes_State_Park,,forsythii,6,NSP22_1_22MJ6,
NSW1158521,NSP22_1_22MJ,-33.4098,150.2284,1,NSP22_1_22MJ,NSP22_1_22MJ,,,,Newnes_State_Park,,forsythii,6,NSP22_1_22MJ6,
NSW1158520,NSP22_1_22MJ,-33.4098,150.2284,1,NSP22_1_22MJ,NSP22_1_22MJ,,,,Newnes_State_Park,,forsythii,6,NSP22_1_22MJ6,
NSW1158522,NSP22_1_22MJ,-33.4098,150.2284,1,NSP22_1_22MJ,NSP22_1_22MJ,,,,Newnes_State_Park,,forsythii,6,NSP22_1_22MJ6,
NSW1156875,IK8_10_21MJ,-33.5555,150.2782,1,IK8_10_21MJ,IK8_10_21MJ,,IK8_10_21MJ,Northern_forsythii,Ikara,,forsythii,1,IK8_10_21MJ1,
NSW1156945,IK8_10_21MJ,-33.5555,150.2782,1,IK8_10_21MJ,IK8_10_21MJ,,,,Ikara,,forsythii,1,IK8_10_21MJ1,
NSW1156935,IK8_10_21MJ,-33.5555,150.2782,1,IK8_10_21MJ,IK8_10_21MJ,,,,Ikara,,forsythii,1,IK8_10_21MJ1,
NSW1156934,IK8_10_21MJ,-33.5555,150.2782,1,IK8_10_21MJ,IK8_10_21MJ,,,,Ikara,,forsythii,1,IK8_10_21MJ1,
NSW1156931,IK8_10_21MJ,-33.5555,150.2782,1,IK8_10_21MJ,IK8_10_21MJ,,,,Ikara,,forsythii,1,IK8_10_21MJ1,
NSW1158529,IK8_10_21MJ,-33.5555,150.2782,1,IK8_10_21MJ,IK8_10_21MJ,,,,Ikara,,forsythii,1,IK8_10_21MJ1,
NSW1158528,IK8_10_21MJ,-33.5555,150.2782,1,IK8_10_21MJ,IK8_10_21MJ,,,,Ikara,,forsythii,1,IK8_10_21MJ1,
NSW1158542,IK8_10_21MJ,-33.5555,150.2782,1,IK8_10_21MJ,IK8_10_21MJ,,IK8_10_21MJ,Northern_forsythii,Ikara,,forsythii,2,IK8_10_21MJ2,
NSW1156932,IK24_1_22MJ,-33.5555,150.2782,1,IK24_1_22MJ,IK24_1_22MJ,,,,Ikara,,forsythii,1,IK24_1_22MJ1,
NSW1158541,IK24_1_22MJ,-33.5555,150.2782,1,IK24_1_22MJ,IK24_1_22MJ,,,,Ikara,,forsythii,1,IK24_1_22MJ1,
NSW1156885,IK24_1_22MJ,-33.5555,150.2782,1,IK24_1_22MJ,IK24_1_22MJ,,,,Ikara,,forsythii,2,IK24_1_22MJ2,
NSW1156940,IK24_1_22MJ,-33.5555,150.2782,1,IK24_1_22MJ,IK24_1_22MJ,,,,Ikara,,forsythii,2,IK24_1_22MJ2,
NSW1156887,IK24_1_22MJ,-33.5555,150.2782,1,IK24_1_22MJ,IK24_1_22MJ,,IK24_1_22MJ,Northern_forsythii,Ikara,,forsythii,3,IK24_1_22MJ3,
NSW1156891,NN25_1_22MJ,-33.7315,150.2841,1,NN25_1_22MJ,NN25_1_22MJ,,,,Narrow_Neck,,forsythii,3,NN25_1_22MJ3,
NSW1156930,IK24_1_22MJ,-33.5555,150.2782,1,IK24_1_22MJ,IK24_1_22MJ,,,,Ikara,,forsythii,3,IK24_1_22MJ3,
NSW1156876,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,1,KA17_11_21MJ1,
NSW1156912,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,1,KA17_11_21MJ1,
NSW1156894,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,1,KA17_11_21MJ1,
NSW1156924,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,1,KA17_11_21MJ1,
NSW1156922,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,KA17_11_21MJ,Kanangra_forsythii,Kanangra,,forsythii,1,KA17_11_21MJ1,
NSW1158527,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,1,KA17_11_21MJ1,
NSW1156872,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,2,KA17_11_21MJ2,
NSW1156866,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,2,KA17_11_21MJ2,
NSW1156919,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,3,KA17_11_21MJ3,
NSW1156871,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,4,KA17_11_21MJ4,
NSW1156867,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,4,KA17_11_21MJ4,
NSW1156877,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,5,KA17_11_21MJ5,
NSW1156911,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,5,KA17_11_21MJ5,
NSW1158526,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,KA17_11_21MJ,Kanangra_forsythii,Kanangra,,forsythii,5,KA17_11_21MJ5,
NSW1158525,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,5,KA17_11_21MJ5,
NSW1158524,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,5,KA17_11_21MJ5,
NSW1156880,KA17_11_21MJ,-33.9873,150.1153,1,KA17_11_21MJ,KA17_11_21MJ,,,,Kanangra,,forsythii,6,KA17_11_21MJ6,
